canonical_generic_name,brand_name,alias,language,country,source,verified,active
rosuvastatin,,rosuvastatin,en,EG,eda_monograph,True,True
rosuvastatin,,روستاتين,ar,EG,eda_monograph,True,True
simvastatin,,simvastatin,en,EG,eda_monograph,True,True
simvastatin,Zocor,zocor,en,EG,egypt_formulary,True,True
simvastatin,Zocor,زوكتور,ar,EG,egypt_formulary,True,True
simvastatin,,سيمفاستاتين,ar,EG,eda_monograph,True,True
clopidogrel,Plavix,plavix,en,EG,egypt_formulary,True,True
clopidogrel,Plavix,بلافيكس,ar,EG,egypt_formulary,True,True
clopidogrel,,clopidogrel,en,EG,eda_monograph,True,True
clopidogrel,,كلوبيدوجريل,ar,EG,eda_monograph,True,True
warfarin,Marevan,marevan,en,EG,egypt_formulary,True,True
warfarin,Marevan,ماريفان,ar,EG,egypt_formulary,True,True
warfarin,Marevan,مارفان,ar,EG,egypt_formulary,True,True
warfarin,,warfarin,en,EG,eda_monograph,True,True
warfarin,,وارفارين,ar,EG,eda_monograph,True,True
enoxaparin,Clexane,clexane,en,EG,egypt_formulary,True,True
enoxaparin,Clexane,كليكسان,ar,EG,egypt_formulary,True,True
enoxaparin,,enoxaparin,en,EG,eda_monograph,True,True
enoxaparin,,انوكسبارين,ar,EG,eda_monograph,True,True
enoxaparin,,إنوكسبارين,ar,EG,eda_monograph,True,True
acetylsalicylic acid,Aspirin,aspirin,en,EG,egypt_formulary,True,True
acetylsalicylic acid,Aspirin,اسبرين,ar,EG,egypt_formulary,True,True
acetylsalicylic acid,Aspirin,أسبرين,ar,EG,egypt_formulary,True,True
acetylsalicylic acid,Aspocid,aspocid,en,EG,egypt_formulary,True,True
acetylsalicylic acid,Aspocid,اسبوسيد,ar,EG,egypt_formulary,True,True
acetylsalicylic acid,Aggrex,aggrex,en,EG,egypt_formulary,True,True
acetylsalicylic acid,Aggrex,اجريكس,ar,EG,egypt_formulary,True,True
acetylsalicylic acid,,acetylsalicylic acid,en,EG,eda_monograph,True,True
acetylsalicylic acid,,حمض الاسيتيل ساليسيليك,ar,EG,eda_monograph,True,True
dexamethasone,,dexamethasone,en,EG,eda_monograph,True,True
dexamethasone,,ديكساميثازون,ar,EG,eda_monograph,True,True
dexamethasone,,ديكساميزون,ar,EG,eda_monograph,True,True
propranolol,Inderal,inderal,en,EG,egypt_formulary,True,True
propranolol,Inderal,اندرال,ar,EG,egypt_formulary,True,True
propranolol,Inderal,إندرال,ar,EG,egypt_formulary,True,True
propranolol,,propranolol,en,EG,eda_monograph,True,True
propranolol,,بروبرانولول,ar,EG,eda_monograph,True,True
sildenafil,Viagra,viagra,en,EG,egypt_formulary,True,True
sildenafil,Viagra,فياجرا,ar,EG,egypt_formulary,True,True
sildenafil,Viagra,فياغرا,ar,EG,egypt_formulary,True,True
sildenafil,,sildenafil,en,EG,eda_monograph,True,True
sildenafil,,سيلدينافيل,ar,EG,eda_monograph,True,True
clarithromycin,Klacid,klacid,en,EG,egypt_formulary,True,True
clarithromycin,Klacid,كلاسيد,ar,EG,egypt_formulary,True,True
clarithromycin,,clarithromycin,en,EG,eda_monograph,True,True
clarithromycin,,كلاريثروميسين,ar,EG,eda_monograph,True,True
azithromycin,Zithromax,zithromax,en,EG,egypt_formulary,True,True
azithromycin,Zithromax,زيثرروماكس,ar,EG,egypt_formulary,True,True
azithromycin,Zithrokan,zithrokan,en,EG,egypt_formulary,True,True
azithromycin,Zithrokan,زيثروكان,ar,EG,egypt_formulary,True,True
azithromycin,,azithromycin,en,EG,eda_monograph,True,True
azithromycin,,ازيثرومايسين,ar,EG,eda_monograph,True,True
ciprofloxacin,Cipro,cipro,en,EG,egypt_formulary,True,True
ciprofloxacin,Ciprofar,ciprofar,en,EG,egypt_formulary,True,True
ciprofloxacin,Ciprofar,سيبروفار,ar,EG,egypt_formulary,True,True
ciprofloxacin,,ciprofloxacin,en,EG,eda_monograph,True,True
ciprofloxacin,,سيبروفلوكساسين,ar,EG,eda_monograph,True,True
levofloxacin,Tavanic,tavanic,en,EG,egypt_formulary,True,True
levofloxacin,Tavanic,تافانيك,ar,EG,egypt_formulary,True,True
levofloxacin,,levofloxacin,en,EG,eda_monograph,True,True
levofloxacin,,ليفوفلوكساسين,ar,EG,eda_monograph,True,True
methotrexate,,methotrexate,en,EG,eda_monograph,True,True
methotrexate,,ميثوتريكسات,ar,EG,eda_monograph,True,True
methotrexate,,ميثوتركسات,ar,EG,eda_monograph,True,True
insulin,,insulin,en,EG,eda_monograph,True,True
insulin,,انسولين,ar,EG,eda_monograph,True,True
insulin,,أنسولين,ar,EG,eda_monograph,True,True
insulin glargine,Lantus,lantus,en,EG,egypt_formulary,True,True
insulin glargine,Lantus,لانتوس,ar,EG,eda_monograph,True,True
insulin glargine,Toujeo,toujeo,en,EG,egypt_formulary,True,True
insulin glargine,Toujeo,توجيو,ar,EG,eda_monograph,True,True
insulin aspart,NovoRapid,novorapid,en,EG,egypt_formulary,True,True
insulin aspart,NovoRapid,نوفورابيد,ar,EG,eda_monograph,True,True
insulin lispro,Humalog,humalog,en,EG,egypt_formulary,True,True
insulin lispro,Humalog,هيومالوج,ar,EG,eda_monograph,True,True
glimepiride,Amaryl,amaryl,en,EG,egypt_formulary,True,True
glimepiride,Amaryl,اماريل,ar,EG,egypt_formulary,True,True
glimepiride,Amaryl,أماريل,ar,EG,egypt_formulary,True,True
glimepiride,,glimepiride,en,EG,eda_monograph,True,True
glimepiride,,جليمبيريد,ar,EG,eda_monograph,True,True
sitagliptin,Januvia,januvia,en,EG,egypt_formulary,True,True
sitagliptin,Januvia,جانوڤيا,ar,EG,egypt_formulary,True,True
sitagliptin,Januvia,جانوفيا,ar,EG,egypt_formulary,True,True
sitagliptin,,sitagliptin,en,EG,eda_monograph,True,True
sitagliptin,,سيتاجليبتين,ar,EG,eda_monograph,True,True
dapagliflozin,Forxiga,forxiga,en,EG,egypt_formulary,True,True
dapagliflozin,Forxiga,فورسيجا,ar,EG,egypt_formulary,True,True
dapagliflozin,Forxiga,فوركسيجا,ar,EG,egypt_formulary,True,True
dapagliflozin,,dapagliflozin,en,EG,eda_monograph,True,True
dapagliflozin,,داباجليفلوزين,ar,EG,eda_monograph,True,True
empagliflozin,Jardiance,jardiance,en,EG,egypt_formulary,True,True
empagliflozin,Jardiance,جارديانس,ar,EG,egypt_formulary,True,True
empagliflozin,,empagliflozin,en,EG,eda_monograph,True,True
empagliflozin,,امباجليفلوزين,ar,EG,eda_monograph,True,True
famotidine,Antodine,antodine,en,EG,egypt_formulary,True,True
famotidine,Antodine,انتودين,ar,EG,egypt_formulary,True,True
famotidine,,famotidine,en,EG,eda_monograph,True,True
famotidine,,فاموتيدين,ar,EG,eda_monograph,True,True
sulfamethoxazole,,sulfamethoxazole,en,EG,eda_monograph,True,True
sulfamethoxazole,,سلفاميثوكسازول,ar,EG,eda_monograph,True,True
cephalexin,,cephalexin,en,EG,eda_monograph,True,True
cephalexin,,سيفالكسين,ar,EG,eda_monograph,True,True
cephalexin,,سيفاليكسين,ar,EG,eda_monograph,True,True
capecitabine,,capecitabine,en,EG,eda_monograph,True,True
capecitabine,,كابسيتابين,ar,EG,eda_monograph,True,True
nitroglycerin,,nitroglycerin,en,EG,eda_monograph,True,True
nitroglycerin,,نيتروجليسرين,ar,EG,eda_monograph,True,True
penicillin,,penicillin,en,EG,eda_monograph,True,True
penicillin,,بنسلين,ar,EG,eda_monograph,True,True
penicillin,,بنسيلين,ar,EG,eda_monograph,True,True
penicillin,,البنسلين,ar,EG,eda_monograph,True,True
